Ticker,mkt_cap,pb_ratio,beta,profit_margin,ROA,ROE
TRC,368550.0,0.86,0.7,0.1989,-0.0028000000000000004,0.0223
GNLN,135780.0,5.38,,-0.1558,-0.1305,-0.7717
ON,5090.0,1.54,2.26,0.0155,0.037000000000000005,0.026699999999999998
SANM,1860.0,1.11,0.95,0.0144,0.0361,0.0662
VICR,1810.0,8.81,0.72,0.031,0.0192,0.0406
ALTM,243700.0,,,-2.667,0.0106,-1.0517
DCPH,2290.0,4.19,2.24,0.0,-0.28,-0.4772
FATE,1690.0,6.9,1.75,0.0,-0.2643,-0.6131
HTA,5300.0,1.58,0.57,0.0487,0.014499999999999999,0.0105
KLDO,187090.0,3.83,,0.0,-0.537,-1.2172
BLKB,2760.0,6.95,1.1,0.0195,0.0152,0.047400000000000005
SBRA,2240.0,0.64,1.36,0.3032,0.0269,0.0564
RES,443440.0,0.53,2.18,-0.2181,-0.0317,-0.30870000000000003
CLF,1570.0,4.4,1.92,0.1199,0.0438,0.3583
BLMN,624160.0,3.66,1.83,0.0079,,
GOLF,1900.0,2.07,0.83,0.0574,0.0547,0.1045
SALT,183360.0,0.21,1.48,-0.35609999999999997,0.0022,-0.09519999999999999
PDCE,617380.0,0.26,2.95,-0.3239,0.07769999999999999,-0.1524
SPAR,457980.0,2.66,1.37,-0.008100000000000001,0.09210000000000002,0.2372
LAD,1860.0,1.27,1.61,0.0207,0.051699999999999996,0.193
HNRG,28870.0,0.15,0.27,-0.2397,-0.10550000000000001,-0.30920000000000003
OSIS,1240.0,2.23,0.84,0.06509999999999999,0.054400000000000004,0.1446
CMCT,161940.0,2.99,0.3,0.445,0.0113,0.08349999999999999
SFIX,2330.0,5.7,2.81,0.0147,0.0054,0.0643
GNW,1680.0,0.12,1.32,0.0131,0.0039000000000000003,0.018799999999999997
PCG,4760.0,0.93,1.11,-0.42590000000000006,0.013999999999999999,-0.7857999999999999
BRK-B,442720.0,1.05,0.79,0.039,0.012199999999999999,0.0277
PCRX,1410.0,3.98,1.3,-0.0002,0.038,-0.0003
HFFG,437500.0,0.73,,-0.6872,0.0129,-2.2071
BPMC,3170.0,6.82,1.08,0.0,-0.3299,-0.7229000000000001
AC,685240.0,0.76,,-1.8499,-0.0059,-0.06559999999999999
PUMP,1130.0,1.2,3.31,0.0794,0.15289999999999998,0.1845
HALL,346690.0,1.2,1.44,0.0639,0.018600000000000002,0.1003
KALV,273040.0,2.79,2.44,-2.6338,-0.23329999999999998,-0.32049999999999995
HAFC,332260.0,0.59,1.36,0.1298,0.0037,0.0366
NGHC,1880.0,0.86,0.82,0.068,0.0288,0.13699999999999998
CAKE,776480.0,1.36,1.4,0.038599999999999995,,
ABG,1070.0,1.65,1.59,0.022799999999999997,0.0672,0.2797
CVBF,2720.0,1.36,0.67,0.42119999999999996,0.017,0.1013
EVI,188010.0,2.23,1.19,0.0083,0.020099999999999996,0.025099999999999997
TBI,460990.0,0.74,1.79,-0.0414,0.032799999999999996,-0.1887
CTRC,147430.0,,0.9,-0.1274,0.033,
PD,1810.0,5.96,,-0.30260000000000004,-0.10980000000000001,-0.2443
YMAB,1040.0,5.22,,0.0,-0.34979999999999994,-0.6068
SD,32200.000000000004,0.08,3.61,-1.9522,-0.022799999999999997,-0.7404999999999999
CDAY,7250.0,3.86,1.63,0.09029999999999999,0.0086,0.0426
HNGR,589150.0,61.99,2.6,0.0171,0.0455,
HE,4700.0,2.06,0.19,0.0711,0.015,0.0908
ICUI,4200.0,3.05,0.6,0.0687,0.055099999999999996,0.0653
IGT,1220.0,0.65,1.89,-0.06709999999999999,0.0304,-0.0857
LCNB,163130.0,0.72,0.82,0.2877,0.0118,0.08439999999999999
RDN,2470.0,0.61,1.67,0.4301,0.08529999999999999,0.16949999999999998
SRDX,453470.0,3.68,,0.0659,0.023700000000000002,0.0552
MITK,323680.0,2.9,0.22,0.050499999999999996,0.058899999999999994,0.043899999999999995
HMSY,2230.0,2.61,0.93,0.1235,0.0545,0.098
GEOS,87460.0,0.49,1.98,-0.0783,-0.042199999999999994,-0.04769999999999999
CCF,836750.0,3.07,0.68,0.1233,0.0943,0.1259
CLNY,841490.0,0.2,2.15,-0.5482,0.0125,-0.20379999999999998
LORL,502660.0,1.44,1.58,0.0,-0.013600000000000001,-0.2378
PGRE,1950.0,0.52,1.13,-0.0489,0.0126,-0.0066
PROV,113970.0,0.92,0.58,0.1654,0.0062,0.0564
ICHR,436980.0,1.97,2.6,0.0179,0.022000000000000002,0.058499999999999996
SCS,1900.0,2.04,1.59,0.0536,0.06280000000000001,0.2194
BMI,1560.0,4.71,0.82,0.11259999999999999,0.09519999999999999,0.1496
FLWS,850460.0,2.12,1.39,0.030699999999999998,0.052000000000000005,0.111
KDMN,669690.0,4.04,1.48,0.0,-0.2713,-0.7195999999999999
DDD,908420.0,1.74,1.67,-0.10529999999999999,-0.039900000000000005,-0.1233
SNBR,529510.0,,2.22,0.0548,0.0926,
MDRX,1140.0,0.89,0.99,-0.111,0.0019,-0.1445
CALM,1700.0,1.82,-0.15,-0.0524,-0.053399999999999996,-0.06309999999999999
CYTK,701020.0,,1.31,0.0,-0.2876,
SCVL,332770.0,1.12,,0.0138,0.016399999999999998,0.045
PARR,380560.0,0.59,1.85,-0.044800000000000006,0.0040999999999999995,-0.46590000000000004
LTC,1210.0,1.56,0.83,0.6687000000000001,0.0454,0.1558
SEB,3270.0,0.92,0.73,0.0176,0.019799999999999998,0.0361
LFVN,147240.0,5.06,1.46,0.0506,0.1753,0.4361
HZNP,5640.0,2.58,1.07,0.43060000000000004,0.018799999999999997,0.3208
NXTC,1020.0,3.17,,-0.6522,-0.0574,-0.0809
ULH,356820.0,1.73,1.58,0.021400000000000002,0.056799999999999996,0.1512
FBMS,359510.0,0.66,0.87,0.3024,0.011699999999999999,0.08789999999999999
X,1080.0,0.26,2.62,-0.0882,-0.015700000000000002,-0.27
W,5040.0,,3.19,-0.1125,-0.2555,
INVA,1190.0,3.8,1.05,0.6640999999999999,0.2452,0.7591
JBSS,1020.0,4.46,0.25,0.061799999999999994,0.113,0.226
FG,2180.0,0.79,,-0.0017000000000000001,0.0015,-0.0017000000000000001
CATS,257029.99999999997,,2.37,-0.7467,-0.9136,
AXTI,131050.00000000001,0.71,2.08,-0.02,-0.0045000000000000005,-0.0018
AMPH,687180.0,1.8,1.1,0.159,0.011899999999999999,0.12990000000000002
FNB,2380.0,0.5,1.37,0.2964,0.009899999999999999,0.07139999999999999
KBH,3190.0,1.34,1.88,0.062,0.0496,0.1306
CAMP,328610.0,1.73,2.39,-0.21660000000000001,-0.0176,-0.46159999999999995
AMAL,335420.0,0.68,,0.2402,0.0086,0.0989
ATSG,1090.0,2.37,0.85,0.11789999999999999,0.0397,0.3456
OCN,64790.00000000001,0.16,1.34,-0.11470000000000001,0.029500000000000002,-0.2616
REVG,626800.0,1.24,2.87,-0.0029,0.0152,-0.015600000000000001
BGG,76840.0,0.19,1.69,-0.125,-0.0317,-0.568
BREW,291230.0,2.32,0.74,-0.026099999999999998,-0.019299999999999998,-0.0388
MKSI,4470.0,2.21,1.5,0.0999,0.055099999999999996,0.0992
PRK,1260.0,1.31,0.72,0.2523,0.012,0.109
EZPW,231940.0,0.31,1.85,-0.043,0.0239,-0.052000000000000005
DOMO,646650.0,,,-0.7247,-0.2833,
STAG,3350.0,1.5,1.15,0.24609999999999999,0.0187,0.050499999999999996
RLH,36810.0,0.25,1.19,-0.2165,-0.0454,-0.1635
UFS,1190.0,0.5,1.77,0.0018,0.0167,0.0038
PTEN,437940.0,0.15,2.73,-0.376,-0.0432,-0.2877
XELA,177820.0,,2.48,-0.17989999999999998,0.016200000000000003,
VRNT,3750.0,2.85,0.94,0.022000000000000002,0.0208,0.0285
PFSI,1750.0,0.85,1.13,0.272,0.0698,0.32130000000000003
SBCF,965100.0,0.98,1.31,0.2901,0.0109,0.08130000000000001
PB,4570.0,0.75,1.45,0.41240000000000004,0.0141,0.0765
AXE,2990.0,1.61,1.41,0.029500000000000002,0.0473,0.1503
IIIV,524030.0,6.31,,-0.0054,0.0265,0.023399999999999997
CORT,1360.0,3.67,1.09,0.3164,0.21280000000000002,0.3049
NEOG,3200.0,4.65,0.7,0.1407,0.057300000000000004,0.0885
MEET,417860.0,2.12,0.89,0.0353,0.0368,0.0384
MRC,349290.0,0.54,2.31,0.0086,0.0256,0.029900000000000003
BIO,10400.0,1.81,1.05,0.6779999999999999,0.0215,0.28309999999999996
HOMB,1980.0,0.79,1.54,0.3809,0.014199999999999999,0.0913
CYH,399730.0,,1.6,-0.04190000000000001,0.0327,
SRI,452130.0,1.56,1.61,0.0677,0.0397,0.195
AVID,293080.0,,1.43,0.0049,0.054400000000000004,
BNED,166140.0,0.36,2.23,-0.0229,0.006,-0.09269999999999999
RGS,635520.0,2.24,2.76,-0.0449,-0.0068000000000000005,-0.1249
VAPO,393870.0,7.33,,-0.9457,-0.3045,-1.2608
AFI,30770.0,0.11,2.68,-0.0882,-0.0661,-0.20679999999999998
YETI,1700.0,13.9,,0.0608,0.1045,0.6790999999999999
TPC,339640.0,0.24,1.67,-0.078,0.0227,-0.20929999999999999
CKPT,83110.0,4.33,2.01,0.0,-0.7228,-1.8977000000000002
BJRI,260440.0,0.9,1.9,0.025,0.0161,0.0935
HURC,212940.0,0.89,0.79,0.042699999999999995,0.0223,0.0425
SMMF,276680.0,1.11,0.57,0.32189999999999996,0.0123,0.11960000000000001
GMRE,448090.0,1.26,-3.46,0.1291,0.022000000000000002,0.0256
MUR,941400.0,0.17,3.3,0.24760000000000001,0.0382,-0.06480000000000001
TNK,806700.0,0.87,0.28,0.0438,0.0368,0.042699999999999995
AGEN,400100.0,,1.92,-2.0031,-0.36719999999999997,
AXS,3260.0,0.68,0.62,0.0073,0.0021,0.0073
SPWR,860660.0,84.69,2.25,0.0562,-0.0368,
BRID,173000.0,2.6,0.14,0.034,0.0401,0.09519999999999999
AGCO,3540.0,1.24,1.11,0.0139,0.0417,0.0432
FPI,314400.0,0.74,0.63,0.2627,0.0151,0.0264
GPRO,388700.0,1.66,1.35,-0.050199999999999995,-0.0353,-0.2862
FWONK,6260.0,1.2,1.27,-0.15380000000000002,-0.0019,-0.0576
HASI,1460.0,1.55,1.53,1.1291,0.0393,0.0986
NIHD,201560.0,,,-0.0616,-0.018799999999999997,
CCOI,3860.0,,0.26,0.0698,0.0739,
LQDT,131880.0,1.17,1.1,-0.0886,-0.0506,-0.1661
ENOB,139490.0,0.81,0.36,0.0,-0.04,-0.0391
TCBI,1120.0,0.42,2.18,0.2364,0.0069,0.08289999999999999
ARA,223000.0,,1.72,-0.0128,0.044199999999999996,0.1338
TTD,8880.0,14.51,2.67,0.1744,0.051399999999999994,0.22149999999999997
ALLK,2170.0,4.38,,0.0,-0.1832,-0.2887
WYND,1850.0,,1.92,0.0795,0.0466,
GNL,1200.0,0.7,0.96,0.1542,0.0172,0.03
BUSE,930800.0,0.76,1.11,0.2439,0.0096,0.07719999999999999
ACIA,2800.0,4.85,0.96,0.08560000000000001,0.0268,0.07400000000000001
PODD,10450.0,137.65,0.93,0.0066,0.0305,0.0361
GLYC,99370.0,0.64,2.52,0.0,-0.18539999999999998,-0.3016
ADVM,775630.0,4.72,2.11,0.0,-0.19640000000000002,-0.3429
CBB,740260.0,,0.78,-0.0479,0.0213,
CERS,762420.0,13.36,1.29,-0.9097,-0.2094,-0.7576999999999999
BRKL,894670.0,0.95,0.79,0.2159,0.006,0.0529
BMRC,407900.0,1.21,0.83,0.3309,0.013000000000000001,0.102
TRS,1000.0,1.44,1.02,0.1264,0.0444,0.092
TTEC,1710.0,3.96,0.52,0.047400000000000005,0.0582,0.2169
CBTX,439740.0,0.82,1.23,0.33509999999999995,0.014199999999999999,0.0919
FUL,2020.0,1.65,1.82,0.0447,0.0379,0.1073
OGS,4420.0,2.08,0.28,0.1216,0.033,0.0861
IMAX,532020.0,0.97,1.49,-0.030699999999999998,0.0172,-0.0232
CRK,1020.0,0.9,,0.1494,0.0484,0.11710000000000001
WATT,28200.0,1.48,3.93,0.0,-0.7468,-1.3735
AYI,4080.0,2.05,1.37,0.0843,0.08289999999999999,0.1553
CVM,430860.0,61.83,2.55,0.0,-0.5111,-4.7769
DGICA,428540.0,0.97,-0.02,0.0356,0.0109,0.06269999999999999
ZEN,7300.0,15.93,1.32,-0.19219999999999998,-0.0661,-0.386
QUOT,583990.0,2.05,0.71,-0.0928,-0.024700000000000003,-0.1307
ARTNA,344920.0,2.17,-0.06,0.1832,0.028999999999999998,0.0971
IOSP,1710.0,1.86,1.2,0.0779,0.0696,0.1301
M,4930.0,0.81,1.56,0.0223,0.0369,0.08800000000000001
NEO,2910.0,5.74,0.79,0.008199999999999999,0.0095,0.0083
LBRDK,20030.0,1.89,1.05,7.9765,-0.0016,0.0116
HMST,526540.0,0.76,1.05,0.09609999999999999,0.0060999999999999995,0.0601
MGRC,1270.0,2.0,0.88,0.17059999999999997,0.0703,0.1617
IESC,371910.0,1.46,0.89,0.0311,0.0602,0.14550000000000002
WLK,4870.0,0.83,1.68,0.0616,0.032,0.0851
NAVI,1470.0,0.44,1.92,0.2495,0.0037,0.1322
CBU,3060.0,1.65,0.8,0.2862,0.0147,0.08960000000000001
HCCI,377550.0,1.42,1.68,0.0355,0.052199999999999996,0.0633
NTRA,2350.0,8.43,1.32,-0.38270000000000004,-0.20120000000000002,-0.9556999999999999
MSTR,1150.0,2.27,0.62,0.08900000000000001,0.0067,0.0913
BOX,2260.0,108.96,1.41,-0.2073,-0.10830000000000001,-5.3699
DBI,1020.0,1.37,1.84,0.027000000000000003,0.0436,0.1217
VHI,349410.0,,2.37,0.029500000000000002,0.0302,0.0889
SBOW,29360.0,0.07,2.66,0.3436,0.142,0.2713
SAIL,1370.0,3.16,2.05,-0.0281,-0.0038,-0.021099999999999997
BLBD,293360.0,,1.39,0.023700000000000002,0.0911,
GEO,1480.0,1.48,1.1,0.0611,0.041100000000000005,0.1521
INS,303360.0,8.14,1.28,0.2823,0.19519999999999998,0.2993
PBH,1840.0,1.59,0.8,0.1477,0.054000000000000006,0.1255
TMDX,256279.99999999997,4.72,,-1.3418999999999999,-0.2917,-2.0411
PRFT,868540.0,2.28,1.41,0.0677,0.0626,0.1051
BCML,147370.0,0.58,0.86,0.19149999999999998,0.0083,0.0661
BKD,586600.0,0.84,1.76,0.0432,0.0087,0.1458
NERV,236100.0,8.5,1.77,0.0,-0.3325,-1.4265
GCO,578010.0,1.01,1.69,0.0279,0.0424,0.091
FELE,2170.0,2.73,1.1,0.07519999999999999,0.0696,0.1311
DAN,1130.0,0.6,2.62,0.019799999999999998,0.04650000000000001,0.0924
ESCA,83880.0,0.66,1.1,0.0481,0.0478,0.0709
GLPI,5960.0,2.87,0.94,0.3435,0.053399999999999996,0.18710000000000002
TRU,12560.0,5.59,1.18,0.12710000000000002,0.0579,0.1679
FOE,769790.0,2.14,1.78,0.0085,0.0301,0.1153
SYBT,654910.0,1.61,0.76,0.3715,0.018000000000000002,0.1616
PBI,349640.0,1.22,2.7,-0.0034999999999999996,0.0246,-3.0376
OHI,6020.0,1.46,0.84,0.3771,0.0384,0.09269999999999999
WRE,1960.0,1.39,0.84,1.2389000000000001,0.008,0.0345
ERIE,6850.0,6.84,0.53,0.12029999999999999,0.1185,0.2824
LIND,207110.0,1.68,2.02,-0.0008,0.022000000000000002,0.0092
PNRG,302370.0,2.92,0.68,0.0319,0.0106,0.0349
METC,101970.0,0.6,0.87,0.0932,0.0621,0.1244
NOG,269090.0,0.48,2.18,0.7369,0.1888,0.6039
WTRH,94220.0,4.34,,-1.4299000000000002,-0.1344,-2.0389
TNET,2580.0,5.43,1.92,0.0605,0.07490000000000001,0.5112
CBSH,5630.0,1.88,1.03,0.3029,0.014499999999999999,0.1192
ENR,2070.0,3.52,1.19,-0.0067,0.0541,0.2271
FVCB,179390.0,1.0,0.31,0.3208,0.0104,0.0915
USLM,415420.0,1.91,0.64,0.1666,0.0737,0.1177
NSSC,278420.0,3.56,1.3,0.14029999999999998,0.1131,0.2072
CLPR,92280.0,1.61,0.88,-0.016200000000000003,0.0196,-0.0326
AMBC,562430.0,0.38,1.66,-2.0972,-0.0125,-0.3321
FLXS,87580.0,0.42,1.34,-0.052199999999999996,-0.035,-0.098
IMXI,347250.0,6.2,,0.0779,0.0053,0.4045
OSG,194870.0,0.57,0.28,0.083,0.0206,0.0873
OSUR,667400.0,2.17,0.55,0.08039999999999999,0.0123,0.0441
AAT,1500.0,1.14,1.02,0.12480000000000001,0.0286,0.0579
ARI,1140.0,0.43,1.28,0.4747,0.0055000000000000005,0.013999999999999999
JAX,143510.0,1.13,1.7,0.035699999999999996,0.030299999999999997,0.0717
LTHM,767500.0,1.41,,0.0876,0.0409,0.0599
VC,1340.0,2.8,2.15,0.0074,0.0286,0.054299999999999994
CARE,497450.0,1.07,1.18,0.1905,0.0058,0.0507
GME,253140.0,0.41,1.16,-0.0728,0.0027,-0.4769
FI,585100.0,0.72,1.25,-0.5242,-0.028300000000000002,-0.3382
ANIK,409600.0,1.42,1.18,0.2087,0.0582,0.0933
TK,536170.0,1.15,1.42,-0.15960000000000002,0.029300000000000003,-0.0548
CRUS,3850.0,3.05,,0.1245,0.08289999999999999,0.1346
CATC,281440.0,0.98,0.53,0.22469999999999998,0.0105,0.1119
SIRI,21630.0,,1.22,0.1306,0.10099999999999999,
LGF-A,2250.0,0.83,1.45,-0.0774,0.0115,-0.1027
HCI,311340.0,1.68,0.63,0.0859,0.031200000000000002,0.11130000000000001
SITE,3080.0,7.84,1.22,0.0351,0.0513,0.25730000000000003
FCN,4440.0,2.98,0.26,0.0876,0.0721,0.1469
ROCK,1390.0,2.06,1.36,0.0662,0.0716,0.1104
REPH,191630.0,,,-0.25379999999999997,0.08529999999999999,
KOD,2120.0,6.14,,0.0,-0.1567,-0.3128
DKS,3740.0,2.19,1.54,0.034,0.051100000000000007,0.1636
AMTD,18750.0,2.14,1.24,0.3394,0.043,0.2208
IMMR,158660.0,1.89,1.51,-0.3736,-0.0693,-0.1746
RHP,1970.0,3.06,1.48,0.0453,0.0333,0.0755
KREF,838130.0,0.75,0.65,0.4806,0.0059,0.0288
EVC,171240.0,0.59,0.37,-0.2077,0.023799999999999998,-0.1984
TWO,1040.0,0.26,1.62,0.0,-0.0599,-0.39590000000000003
GKOS,1360.0,2.02,1.78,-0.1565,-0.0852,-0.0902
NSTG,906760.0,8.71,1.31,-0.46130000000000004,-0.1918,-0.4999
FTK,115760.0,0.55,2.61,-1.3308000000000002,-0.2208,-0.7301000000000001
DRH,1010.0,0.53,1.74,0.15460000000000002,0.0134,0.0758
SOLY,137150.0,13.36,,0.0,-1.0837,-2.2784
VSTO,510740.0,0.84,0.25,-0.0883,0.0139,-0.295
MCRB,255870.0,,0.96,-1.8609,-0.3849,
LOCO,296510.0,1.21,1.61,0.0629,0.039599999999999996,0.10779999999999999
MSG,5070.0,1.91,0.6,-0.1157,-0.0182,-0.0775
OSMT,187300.0,1.63,,-1.1543999999999999,0.0077,-1.0183
LSXMA,11170.0,0.93,1.3,0.0808,0.0329,0.0555
BOOM,339430.0,1.97,1.09,0.0621,0.1533,0.1427
WCC,956800.0,0.42,1.95,0.0258,0.042300000000000004,0.0975
LGF-B,2250.0,0.77,1.45,-0.0774,0.0115,-0.1027
NSP,1470.0,360.03,1.7,0.031200000000000002,0.08109999999999999,2.3627000000000002
UBSI,2350.0,0.7,1.45,0.3454,0.0118,0.07139999999999999
KTOS,1480.0,2.58,1.13,0.0127,0.0196,0.0127
INSG,599200.0,,1.9,-0.2232,-0.0882,
FARM,119930.0,0.64,1.19,-0.0642,-0.0223,-0.23010000000000003
SCCO,21770.0,3.2,1.07,0.18100000000000002,0.10210000000000001,0.196
RNR,6580.0,1.24,0.39,0.09140000000000001,0.0173,0.0751
ANIP,492740.0,2.32,1.55,-0.0067,0.005699999999999999,-0.0068000000000000005
MAT,3060.0,6.22,1.51,-0.0562,0.0128,-0.7332
EYPT,127240.0,15.27,1.42,-1.963,-0.3442,-2.7911
THFF,463780.0,0.83,0.87,0.2977,0.014499999999999999,0.0984
ALDX,72880.0,1.52,1.93,0.0,-0.45740000000000003,-0.9031999999999999
ATRI,1200.0,5.03,0.16,0.2306,0.1027,0.15990000000000001
FIBK,1860.0,0.92,1.19,0.2707,0.0121,0.09140000000000001
NWLI,625400.0,0.29,1.11,0.1364,0.005699999999999999,0.044500000000000005
SPKE,220680.0,4.31,0.48,0.0165,0.0451,0.12990000000000002
WHD,874130.0,2.67,2.51,0.1247,0.138,0.294
COLM,4610.0,2.49,0.65,0.0868,0.0711,0.1501
EBS,3030.0,2.78,1.25,0.061399999999999996,0.047,0.0659
VG,1770.0,3.13,0.49,-0.018799999999999997,0.0063,-0.0425
CDEV,72870.0,0.02,7.59,-0.5681,-0.0783,-0.1761
ENDP,845240.0,,1.62,-0.0909,0.0447,
FMAO,288560.0,1.25,0.26,0.2988,0.0124,0.0851
RMR,844550.0,2.89,1.38,0.1656,0.0771,0.1284
TRMK,1480.0,0.89,1.12,0.2296,0.0101,0.086
AXAS,85460.0,0.55,3.61,0.43170000000000003,0.1076,0.4193
CRVL,1600.0,7.9,0.82,0.0796,0.1054,0.2462
DS,101950.0,25.54,1.59,-0.20629999999999998,-0.066,-0.7293999999999999
TGH,451040.0,0.36,1.69,0.051,0.026000000000000002,0.0273
CDXC,194310.0,9.5,1.65,-0.5872999999999999,-0.4485,-1.5836000000000001
CNA,8420.0,0.69,0.87,0.0576,0.009000000000000001,0.0547
WLL,61280.0,0.02,4.37,-2.6624,0.018500000000000003,-1.6536000000000002
CWEN,3550.0,2.03,1.13,-0.018600000000000002,0.0225,-0.0708
DCI,6570.0,7.21,1.4,0.0947,0.1066,0.2861
FHN,2510.0,0.54,1.58,0.20559999999999998,0.0083,0.0738
PSTG,4630.0,5.96,1.59,-0.1223,-0.055099999999999996,-0.2564
RC,376100.0,0.46,1.16,-0.0365,-0.0016,-0.009000000000000001
COUP,10400.0,22.63,1.4,-0.23309999999999997,-0.0374,-0.2394
ACLS,601250.0,1.43,1.42,0.0599,0.0348,0.0526
KELYA,493990.0,0.39,1.11,-0.012,0.0212,-0.0552
FSP,614650.0,0.78,1.05,0.024700000000000003,0.014499999999999999,0.0084
ICD,5330.0,0.02,7.86,-0.4767,-0.0175,-0.25
SPN,73730.0,0.52,2.95,-0.1794,0.0106,-0.457
LCII,1680.0,2.1,1.69,0.0576,0.0741,0.18350000000000002
ORC,195400.0,0.49,1.28,0.0,-0.0241,-0.2391
CURO,216130.0,4.28,3.7,0.0967,0.1318,2.3099000000000003
ERA,115960.0,0.25,1.31,-0.021099999999999997,-0.0036,-0.0116
SSTI,313240.0,11.49,1.79,0.052199999999999996,0.0202,0.07719999999999999
TCS,203900.0,0.79,1.89,0.0192,0.0313,0.0687
ATNX,631780.0,3.36,0.93,-0.8786,-0.2429,-0.8590000000000001
APEI,353710.0,1.19,0.69,0.0397,0.030299999999999997,0.0377
APLS,2020.0,59.01,1.33,0.0,-0.41960000000000003,-1.7486000000000002
UVV,1410.0,1.08,0.68,0.0449,0.0449,0.0683
GCBC,199410.0,1.65,0.37,0.3753,0.0127,0.1566
CTB,819600.0,0.65,1.24,0.0292,0.036699999999999997,0.0653
BAH,9980.0,11.88,0.8,0.0596,0.0964,0.545
RLJ,1280.0,0.45,1.78,0.049699999999999994,0.0179,0.0217
RMBS,1260.0,1.3,0.92,-0.29969999999999997,-0.0294,-0.0731
RYAM,67040.0,0.1,3.96,-0.0141,-0.013600000000000001,-0.175
APPF,3800.0,28.76,0.91,0.1273,0.0236,0.3141
JILL,52400.0,0.69,2.13,-0.18600000000000003,0.0232,-1.0189
PSB,3720.0,4.65,0.45,0.4422,0.0555,0.11259999999999999
USCR,302940.0,0.88,1.39,0.0098,0.0265,0.045899999999999996
RAD,746630.0,0.73,0.91,-0.0206,0.018000000000000002,-0.5042
HLIT,556220.0,2.18,0.8,-0.041299999999999996,0.009399999999999999,-0.0725
AMWD,1860.0,2.75,2.29,0.0506,0.0574,0.1293
FC,434960.0,5.21,1.57,0.0189,0.0255,0.059500000000000004
STRS,253950.0,2.12,0.69,-0.0821,-0.0053,-0.0199
AROC,575000.0,0.53,2.81,0.017,0.0475,0.0181
FR,4230.0,2.35,0.89,0.5914,0.0301,0.151
ACIW,2800.0,2.48,1.34,0.051,0.0378,0.0653
CREE,3840.0,1.93,1.08,-0.3011,-0.0281,-0.0929
OSW,248550.0,0.39,,-0.3553,0.0206,-0.3455
PYX,82050.0,0.79,0.93,-0.0683,0.0124,-0.716
GES,1400.0,2.46,1.68,0.0358,0.0527,0.1328
REX,474100.0,1.2,1.38,0.0178,-0.0087,0.0259
SBBP,102530.0,1.42,4.9,-1.8182,-0.2964,-0.5528
CDE,781910.0,1.17,1.64,-0.4575,-0.0235,-0.4473
HARP,288790.0,3.07,,0.0,-0.217,-0.503
CBAY,101950.0,0.55,1.09,0.0,-0.2503,-0.429
BECN,1150.0,0.62,1.76,-0.0124,0.0152,-0.0408
ALGT,1340.0,1.52,1.3,0.0789,,
DIN,470960.0,,1.74,0.10800000000000001,0.057300000000000004,
RGEN,5050.0,4.76,1.05,0.08109999999999999,0.024,0.0273
AWI,3790.0,10.37,1.24,-0.048600000000000004,-0.0416,-0.0513
SUI,11650.0,3.05,0.54,0.08689999999999999,0.024300000000000002,0.0351
TACO,127190.0,0.42,1.73,-0.43689999999999996,0.0199,-0.7127
Z,7400.0,2.23,1.13,-0.1175,-0.030299999999999997,-0.1198
SBBX,160100.0,0.8,0.94,0.3062,0.0111,0.11359999999999999
PFIS,293620.0,0.98,0.31,0.29469999999999996,0.0101,0.0833
TMST,145030.0,0.26,1.96,-0.1215,-0.0655,-0.2463
ENS,3170.0,2.41,1.57,0.0507,0.053099999999999994,0.11710000000000001
BRT,222010.0,1.21,0.63,0.0452,-0.015,0.0084
ACGL,11540.0,1.08,0.68,0.19760000000000003,0.0231,0.09609999999999999
MEC,119820.0,0.6,,-0.0148,0.0189,-0.08109999999999999
MNLO,164820.0,2.41,,0.0,-0.5407,-1.6296000000000002
XBIT,306420.0,0.41,1.51,53.188100000000006,-0.0866,3.5123
AIN,1530.0,2.19,1.51,0.1081,0.08310000000000001,0.1722
ARES,4090.0,8.72,1.28,0.055999999999999994,0.0077,-0.014199999999999999
GTY,982630.0,1.67,0.83,0.3627,0.0401,0.08839999999999999
FSCT,1550.0,15.88,0.7,-0.4571,-0.1981,-1.7369999999999999
ATH,4820.0,0.36,1.36,0.0429,0.0015,0.0253
GCI,195450.0,0.2,1.45,-0.0786,0.0273,-0.2439
CTLT,8050.000000000001,4.69,1.64,0.0479,0.0395,0.0623
DCOM,471710.0,0.78,1.1,0.2335,0.0052,0.0528
MDGL,1030.0,2.47,1.68,0.0,-0.1611,-0.2459
SCSC,542150.0,0.58,1.32,0.0095,0.0223,0.04
CALX,400930.0,2.6,1.44,-0.0341,-0.019799999999999998,-0.1002
RDFN,1450.0,4.37,1.84,-0.0857,-0.07400000000000001,-0.2481
CAR,959100.0,1.46,2.24,0.026099999999999998,0.022099999999999998,0.763
CMO,404860.0,0.49,1.36,0.0,-0.0213,-0.2434
TTEK,3820.0,3.72,0.88,0.059000000000000004,0.0623,0.1489
LBRDA,20030.0,1.82,1.05,7.9765,-0.0016,0.0116
PLAN,7690.0,26.5,,-0.4288,-0.156,-0.49810000000000004
WNEB,173360.0,0.75,0.33,0.1888,0.005600000000000001,0.0527
NMRK,756450.0,1.26,1.71,0.0482,0.026099999999999998,0.1533
ONB,2180.0,0.76,0.99,0.2614,0.01,0.07339999999999999
HBNC,431510.0,0.66,1.33,0.33130000000000004,0.0129,0.10859999999999999
