Ticker,mkt_cap,pb_ratio,beta,profit_margin,ROA,ROE
KRO,975070.0,1.19,1.7,0.0489,0.0365,0.1026
ORBC,189660.0,0.8,1.11,-0.0732,0.0054,-0.08070000000000001
ESQ,115840.0,1.04,1.28,0.3064,0.0178,0.1295
ONDK,89970.0,0.31,1.58,-0.1617,-0.0326,-0.1545
SFST,218940.0,1.06,1.08,0.3126,0.0113,0.126
JW-A,2440.0,2.07,0.82,0.0795,0.044800000000000006,0.1229
ELVT,44720.0,0.29,3.38,0.0189,0.08460000000000001,0.09910000000000001
WASH,634810.0,1.25,0.65,0.3256,0.0118,0.12990000000000002
WMC,122340.0,0.22,1.77,0.0,-0.08779999999999999,-0.9711
COMM,1780.0,2.13,1.61,-0.11720000000000001,0.0125,-0.6526000000000001
CALA,287210.0,2.02,2.35,0.0,-0.4153,-0.7757
PS,1570.0,8.57,2.58,-0.37920000000000004,-0.0975,-0.6990000000000001
UIS,777680.0,,0.75,0.3497,0.039900000000000005,
PLXS,1600.0,1.76,1.06,0.0327,0.0417,0.11939999999999999
BATRA,984740.0,2.64,1.03,0.0987,-0.013300000000000001,0.11789999999999999
NEU,4190.0,6.13,0.53,0.12539999999999998,0.1298,0.47159999999999996
MMSI,1730.0,1.82,1.09,-0.0039000000000000003,0.0197,-0.0040999999999999995
SM,137850.0,0.05,5.82,-0.27390000000000003,-0.0368,-0.16570000000000001
SOI,233340.0,0.92,2.29,0.08789999999999999,0.1219,0.096
HI,1430.0,1.27,1.33,-0.0102,0.053099999999999994,-0.017
CCMP,3330.0,3.23,1.23,0.06269999999999999,0.0649,0.0689
UNTY,127370.0,0.79,1.32,0.3592,0.013999999999999999,0.1512
UPLD,678690.0,3.19,0.95,-0.2379,0.0092,-0.47200000000000003
FN,2000.0,2.16,,0.0721,0.0601,0.1344
KIN,157160.0,1.92,1.07,0.0,-0.3696,-0.7526
RPT,482210.0,0.66,1.38,0.3576,0.0151,0.102
AMH,6980.0,1.31,0.61,0.1257,0.0169,0.0268
PRPL,306110.0,,1.95,0.0106,0.10640000000000001,1.3394
BNFT,283120.0,,1.52,-0.1446,-0.0395,
CDMO,373330.0,7.59,2.29,-0.08349999999999999,-0.0392,-0.1091
CASH,751680.0,0.9,1.21,0.2738,0.0215,0.1568
PDFS,384360.0,1.96,1.59,-0.0378,-0.023399999999999997,-0.016399999999999998
CHUY,431220.0,2.21,1.75,0.0146,0.0315,0.032
PHX,60490.0,0.76,1.26,-2.0866,-0.2994,-0.7128
ARMK,5040.0,1.46,1.7,0.006999999999999999,0.0338,0.035
ASTE,789760.0,1.31,1.2,0.0253,0.0204,0.046900000000000004
INO,1090.0,316.03,1.34,0.0,-0.24969999999999998,-0.9255
VIVO,359780.0,1.82,0.77,0.1047,0.0779,0.1107
CXW,1340.0,0.97,1.28,0.0863,0.044000000000000004,0.1252
PRGS,1680.0,5.09,1.12,0.08789999999999999,0.07339999999999999,0.1201
EWBC,3640.0,0.73,2.02,0.4481,0.0149,0.1379
TIVO,903790.0,0.84,0.07,-0.84,0.0181,-0.47259999999999996
YELP,1300.0,1.72,1.52,0.023399999999999997,0.0063,0.0273
MG,123720.0,0.43,1.83,-0.1192,0.0202,-0.3954
PCB,150550.0,0.66,0.79,0.2904,0.012,0.09570000000000001
LL,280540.0,1.95,2.23,0.0088,0.0279,0.0626
BSGM,108800.0,9.78,1.42,0.0,-1.7453,-3.0957
DSPG,309680.0,2.02,0.91,-0.022000000000000002,-0.019799999999999998,-0.0175
LNDC,299410.0,1.16,1.01,-0.0397,-0.0070999999999999995,-0.0876
BANF,1090.0,1.08,1.26,0.3116,0.015300000000000001,0.1288
ETRN,1150.0,1.71,,-0.1124,0.061900000000000004,-0.0154
HTLF,1110.0,0.7,1.26,0.2602,0.011200000000000002,0.0941
RCM,1040.0,57.54,0.52,0.024399999999999998,0.0741,0.1242
ACRS,43190.0,0.62,1.13,0.0,-0.2766,-0.8451000000000001
CUE,377110.0,6.91,2.24,0.0,-0.45280000000000004,-1.0933
CRTX,1340.0,11.61,,0.0,-0.21100000000000002,-0.34119999999999995
USAT,474870.0,4.76,2.37,-0.22210000000000002,-0.10210000000000001,-0.2934
ELS,10470.0,8.38,0.47,0.2183,0.0541,0.1909
SIC,225540.0,1.45,,0.011399999999999999,0.0294,0.0451
DNKN,4360.0,,0.89,0.17600000000000002,0.0711,
STOR,4420.0,0.99,0.98,0.4456,0.0301,0.0703
ANAT,2210.0,0.37,0.68,0.042699999999999995,0.0025,0.0276
PVBC,167890.0,0.73,1.0,0.23149999999999998,0.0087,0.054400000000000004
TCF,3450.0,0.62,1.81,0.1542,0.0079,0.0692
MLVF,93940.0,0.65,0.87,0.28600000000000003,0.0066,0.057300000000000004
VNCE,246670.0,3.62,2.7,0.0091,0.0209,0.0355
PLAY,1350.0,9.11,1.61,0.07400000000000001,0.0508,0.35969999999999996
RUSHB,1140.0,0.95,1.33,0.0222,0.0365,0.11349999999999999
REPL,525870.0,4.36,,0.0,-0.1393,-0.2552
MEDP,2600.0,3.59,1.19,0.12369999999999999,0.07980000000000001,0.16449999999999998
IMKTA,732590.0,1.08,0.64,0.0235,0.058899999999999994,0.15380000000000002
CRC,444060.0,,6.0,-0.0104,0.0527,0.19510000000000002
KNL,522700.00000000006,1.22,1.87,0.0421,0.058899999999999994,0.1517
BXG,418960.0,1.01,1.64,0.0297,0.058899999999999994,0.0653
NL,145290.0,0.48,1.94,0.1001,0.0091,0.0464
DIOD,2090.0,1.89,1.36,0.11539999999999999,0.0621,0.1298
NBTB,1420.0,1.26,0.69,0.251,0.0105,0.0953
WING,2360.0,,1.17,0.1061,0.16620000000000001,
INWK,287250.0,1.59,2.3,-0.0087,0.0269,-0.056100000000000004
BOH,2210.0,1.72,1.32,0.3181,0.011200000000000002,0.15539999999999998
LPLA,4290.0,4.19,1.5,0.098,0.0943,0.5543
RYI,201010.0,1.16,1.79,0.016200000000000003,0.0454,0.4661
AIT,1770.0,1.84,1.37,0.009899999999999999,0.06860000000000001,0.0395
LITE,5520.0,3.28,1.02,0.0666,0.054000000000000006,0.0706
CLI,1380.0,0.92,1.17,-0.5046,0.0004,-0.021
LPX,1930.0,1.94,1.67,0.0004,0.029900000000000003,-0.0026
CETV,795950.0,2.33,1.33,0.16820000000000002,0.0895,0.2212
PQG,1500.0,0.84,0.94,0.048799999999999996,0.026600000000000002,0.0453
SIEB,234910.0,11.59,-0.13,0.12619999999999998,0.15460000000000002,0.19010000000000002
EHTH,3600.0,6.84,0.02,0.1388,0.08460000000000001,0.122
JLL,5210.0,1.02,1.7,0.0504,0.047599999999999996,0.1209
MLND,100310.0,1.71,,0.0,-0.41159999999999997,-0.7809
CMCO,948690.0,2.05,1.54,0.0839,0.0604,0.1551
GRTS,215260.0,1.6,,0.0,-0.39030000000000004,-0.8290000000000001
ENV,2880.0,3.31,1.74,-0.0063,0.0048,-0.008199999999999999
ROSE,56660.0,0.87,3.1,0.0278,-0.0098,-0.07519999999999999
GLIBA,6040.0,0.97,1.12,0.6883,-0.0006,0.1189
LOB,503540.0,0.95,1.14,0.044500000000000005,0.0017000000000000001,0.015600000000000001
SBH,907090.0,412.5,1.14,0.0545,0.0949,
PZN,318310.0,10.12,1.47,0.0362,0.2836,0.4096
BOCH,132190.0,0.76,0.74,0.2482,0.009300000000000001,0.0828
TROX,713960.0,0.95,3.2,-0.014499999999999999,0.0437,-0.0471
SXI,601130.0,1.23,1.36,0.0391,0.0475,0.0981
UBFO,108640.0,0.94,0.75,0.3393,0.0143,0.12179999999999999
VCRA,675490.0,4.12,0.01,-0.08990000000000001,-0.0207,-0.106
XAN,88440.0,0.16,1.52,0.0,-0.0786,-0.3743
ACHC,1610.0,0.64,1.31,0.0361,0.037200000000000004,0.04650000000000001
COWN,266890.0,0.33,1.45,0.0052,-0.006,-0.021400000000000002
GPMT,279540.0,0.27,1.45,0.26839999999999997,0.004,0.0165
AGX,658320.0,1.88,0.63,-0.17859999999999998,-0.0661,-0.1107
CLBK,1620.0,1.63,0.41,0.2336,0.0062,0.047599999999999996
HUD,1420.0,2.45,1.41,0.006500000000000001,0.044500000000000005,0.07150000000000001
UTHR,4160.0,1.5,0.86,0.36590000000000006,0.10400000000000001,0.2004
DLB,5460.0,2.34,0.87,0.1773,0.059800000000000006,0.0935
TPCO,474600.0,1.58,1.46,-0.0051,0.027200000000000002,0.008100000000000001
ASC,174430.0,0.53,1.33,-0.030899999999999997,0.018799999999999997,-0.0215
GRBK,407470.0,0.78,1.23,0.0741,0.056799999999999996,0.131
CFX,2340.0,0.68,1.85,-0.1362,0.024,0.0139
MLI,1360.0,2.11,1.17,0.048600000000000004,0.0794,0.1973
KNSA,860400.0,3.82,,0.0,-0.2877,-0.478
VRNS,2000.0,21.42,0.96,-0.34740000000000004,-0.18280000000000002,-0.9215000000000001
SAFT,1290.0,1.6,0.41,0.0809,0.0276,0.0892
VYGR,338340.0,3.4,1.91,-0.34700000000000003,-0.0797,-0.451
RILY,481270.0,1.33,0.9,-0.0596,-0.0125,-0.0959
RUBI,305580.0,2.73,1.71,-0.141,-0.05,-0.2187
CARA,617270.0,3.31,1.87,0.0,-0.40399999999999997,-0.8243
OFIX,533760.0,1.63,1.02,-0.008100000000000001,0.013600000000000001,-0.0106
GTES,2140.0,0.81,2.0,0.0374,0.0273,0.0446
BCBP,185380.0,0.77,0.66,0.2163,0.0064,0.07919999999999999
FIXX,702500.0,2.72,-0.16,0.0,-0.29059999999999997,-0.5758
SGA,164780.0,0.86,0.79,0.11199999999999999,0.0443,0.0719
CNTY,71100.0,0.44,2.52,-0.08779999999999999,0.0207,-0.0908
MASI,9580.0,8.21,0.88,0.21660000000000001,0.1101,0.18719999999999998
HRI,595390.0,0.92,3.36,0.0258,0.0426,0.0852
TISI,487390.0,1.11,1.59,-0.0279,-0.0004,-0.0725
AGR,13530.0,0.89,0.28,0.115,0.0178,0.044000000000000004
PMT,1060.0,0.49,1.09,0.0,-0.0433,-0.2376
COLL,560220.0,6.41,1.07,-0.0421,-0.011699999999999999,-0.1106
FLIC,412810.0,1.06,0.52,0.3688,0.0096,0.1045
GWR,6300.0,1.81,1.31,0.0928,0.0308,0.057999999999999996
AVX,3460.0,1.43,,,,
